"ITTER107"	"Territorio"	"TIPO_DATO_ISTR"	"Tipo dato"	"SEXISTAT1"	"Sesso"	"CITTADINANZA"	"Cittadinanza"	"ORDINESCOL2"	"Ordine scolastico"	"NATGIUR1"	"Gestione della scuola"	"TIME"	"Seleziona anno (anno t= anno sc. t-1 / t)"	"Value"	"Flag Codes"	"Flags"
"ITF6"	"Calabria"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	5395		
"ITF6"	"Calabria"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	11284		
"ITF6"	"Calabria"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	25565		
"ITF6"	"Calabria"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	23205		
"ITF6"	"Calabria"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	48770		
"ITG"	"Isole"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	68753		
"ITG"	"Isole"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	62210		
"ITG"	"Isole"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	130963		
"ITG"	"Isole"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	65791		
"ITG"	"Isole"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	59311		
"ITG"	"Isole"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	125102		
"ITG"	"Isole"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	2962		
"ITG"	"Isole"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	2899		
"ITG"	"Isole"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	5861		
"ITG"	"Isole"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	13893		
"ITG"	"Isole"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	12455		
"ITG"	"Isole"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	26348		
"ITG"	"Isole"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	82646		
"ITG"	"Isole"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	74665		
"ITG"	"Isole"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	157311		
"ITG1"	"Sicilia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	55371		
"ITG1"	"Sicilia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	50039		
"ITG1"	"Sicilia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	105410		
"ITG1"	"Sicilia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	52738		
"ITG1"	"Sicilia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	47485		
"ITG1"	"Sicilia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	100223		
"ITG1"	"Sicilia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	2633		
"ITG1"	"Sicilia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	2554		
"ITG1"	"Sicilia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	5187		
"ITG1"	"Sicilia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	9106		
"ITG1"	"Sicilia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	8125		
"ITG1"	"Sicilia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	17231		
"ITG1"	"Sicilia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	64477		
"ITG1"	"Sicilia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	58164		
"ITG1"	"Sicilia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	122641		
"ITG2"	"Sardegna"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	13382		
"ITG2"	"Sardegna"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	12171		
"ITG2"	"Sardegna"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	25553		
"ITG2"	"Sardegna"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	13053		
"ITG2"	"Sardegna"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	11826		
"ITG2"	"Sardegna"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	24879		
"ITG2"	"Sardegna"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	329		
"ITG2"	"Sardegna"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	345		
"ITG2"	"Sardegna"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	674		
"ITG2"	"Sardegna"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	4787		
"ITG2"	"Sardegna"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	4330		
"ITG2"	"Sardegna"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	9117		
"ITG2"	"Sardegna"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	18169		
"ITG2"	"Sardegna"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	16501		
"ITG2"	"Sardegna"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	34670		
"IT"	"Italia"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	71941		
"IT"	"Italia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	65084		
"IT"	"Italia"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	137025		
"IT"	"Italia"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	58070		
"IT"	"Italia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	52454		
"IT"	"Italia"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	110524		
"IT"	"Italia"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	13871		
"IT"	"Italia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	12630		
"IT"	"Italia"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	26501		
"IT"	"Italia"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	14404		
"IT"	"Italia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	13686		
"IT"	"Italia"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	28090		
"IT"	"Italia"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	86345		
"IT"	"Italia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	78770		
"IT"	"Italia"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	165115		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	27464		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	24578		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	52042		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	21159		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	18827		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	39986		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	6305		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	5751		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	12056		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	5930		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	5544		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	11474		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	33394		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	30122		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	63516		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	7493		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	6555		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	14048		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	6227		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	5394		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	11621		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	1266		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	1161		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	2427		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	871		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	855		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	1726		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	8364		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	7410		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	15774		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	132		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	129		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	261		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	132		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	129		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	261		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	6		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	5		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	11		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	138		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	134		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	272		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	2376		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	2047		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	4423		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	1876		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	1528		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	3404		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	500		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	519		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	1019		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	185		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	163		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	348		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	2561		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	2210		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	4771		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	17463		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	15847		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	33310		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	13056		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	11905		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	24961		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	4407		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	3942		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	8349		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	4868		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	4521		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	9389		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	22331		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	20368		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	42699		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	18290		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	16688		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	34978		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	13543		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	12421		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	25964		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	4747		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	4267		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	9014		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	6351		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	6256		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	12607		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	24641		
